Potential Resistance region,,Region length,Reads mapped to region,reads mapped per kilobase region
gb|AB083212|+|0-756|ARO:3000859|rmtA,,756,0,0
gb|AY847148|+|8-884|ARO:3001933|CTX-M-72,,877,0,0
gb|AY524988|+|0-801|ARO:3002279|VIM-9,,801,0,0
gb|KJ173478|+|0-825|ARO:3001573|OXA-387,,825,0,0
gb|KM555152|+|0-657|ARO:3003193|QnrVC7,,657,0,0
gb|HM488986|+|0-822|ARO:3001465|OXA-165,,822,0,0
gb|AF452105|+|0-840|ARO:3002478|LEN-15,,840,0,0
gb|EF650035|+|0-825|ARO:3001640|OXA-109,,825,0,0
gb|AF300454|+|0-801|ARO:3002273|VIM-3,,801,0,0
gb|JQ711185|+|1027-2173|ARO:3002080|CMY-67,,1147,0,0
gb|EU729727|+|0-882|ARO:3002317|KPC-7,,882,0,0
gb|JF966749|+|157-1033|ARO:3001976|CTX-M-116,,876,0,0
gb|AF427128|+|208-1069|ARO:3000949|TEM-82,,862,0,0
gb|NC_010611|-|1672368-1673193|ARO:3001615|OXA-66,,826,0,0
gb|KJ135346|+|14-839|ARO:3001575|OXA-389,,826,0,0
gb|EU250284|+|1996-2578|ARO:3002968|vanXYL,,583,0,0
gb|NC_007682|+|9414-10236|ARO:3002879|linG,,823,0,0
gb|HQ425494|+|0-822|ARO:3001481|OXA-196,,822,0,0
gb|KM087859|+|0-1146|ARO:3002176|MIR-11,,1146,0,0
gb|AJ635425|+|0-789|ARO:3002457|LEN-7,,789,0,0
gb|Y16785|+|0-1143|ARO:3002023|CMY-12,,1143,0,0
gb|X55652|+|1123-1939|ARO:3002536|AAC(3)-IIIa,,817,0,0
gb|KF147862|+|0-654|ARO:3000559|adeN,,654,0,0
gb|EF534256|+|0-827|ARO:3001705|OXA-72,,827,0,0
gb|EU019535|+|0-825|ARO:3001634|OXA-80,,825,0,0
gb|KP050490|+|0-1140|ARO:3002141|DHA-10,,1140,0,0
gb|JF274243|+|0-876|ARO:3001971|CTX-M-111,,876,0,0
gb|AM850914|+|30-891|ARO:3002471|LEN-24,,861,0,0
gb|AF188199|+|214-1075|ARO:3000936|TEM-70,,862,0,0
gb|KM087858|+|0-1146|ARO:3002175|MIR-10,,1146,0,0
gb|JQ348841|+|0-813|ARO:3002355|NDM-4,,813,0,0
gb|AJ277415|+|0-861|ARO:3000953|TEM-86,,861,0,0
gb|EU188842|+|0-828|ARO:3001609|OXA-114a,,828,0,0
gb|GQ390809|+|0-813|ARO:3001174|SHV-127,,813,0,0
gb|AB926431|+|510-1323|ARO:3002362|NDM-12,,814,0,0
gb|KF986260|+|20-845|ARO:3001565|OXA-379,,826,0,0
gb|AF155139|+|3396-4278|ARO:3002958|vanYF,,883,0,0
gb|DQ211987|+|0-876|ARO:3001913|CTX-M-51,,876,0,0
gb|KF711993|+|0-801|ARO:3001807|OXA-246,,801,0,0
gb|AY033516|+|2835-3711|ARO:3001880|CTX-M-17,,877,0,0
gb|M97297|+|4649-5803|ARO:3002931|vanSA,,1155,0,0
gb|AM051144|+|0-861|ARO:3002423|OKP-A-6,,861,0,0
gb|AB894482|-|35038-35500|ARO:3003199|AAC(6')-Iak,,462,0,0
gb|KC351754|+|157-1033|ARO:3001995|CTX-M-136,,877,0,0
gb|AB119105|+|0-435|ARO:3002572|AAC(6')-Iad,,435,0,0
gb|EU408352|-|35394-37224|ARO:3002484|LRA-13,,1831,0,0
gb|FN812951|+|0-492|ARO:3002869|dfrK,,492,0,0
gb|GQ202694|+|0-852|ARO:3002387|BEL-3,,852,0,0
gb|KC865667|+|183-1044|ARO:3001385|TEM-208,,862,0,0
gb|KC895984|+|1081-1855|ARO:3002631|spd,,775,0,0
gb|AF293345|+|0-861|ARO:3001085|SHV-27,,861,0,0
gb|AF155139|+|2199-3297|ARO:3002936|vanSF,,1099,0,0
gb|A15097|+|382-1642|ARO:3000363|EreB,,1260,0,0
gb|X53527|+|0-819|ARO:3002638|APH(3'')-Ia,,819,0,0
gb|FJ349556|+|4856-5888|ARO:3002911|vanM,,1033,0,0
gb|EF394370|+|0-1146|ARO:3002045|CMY-34,,1146,0,0
gb|AF301532|+|7-868|ARO:3001087|SHV-29,,862,0,0
gb|AY267213|+|0-876|ARO:3001891|CTX-M-29,,876,0,0
gb|AM183304|+|208-1069|ARO:3001017|TEM-150,,862,0,0
gb|JQ002629|+|113-854|ARO:3002223|IMP-32,,742,0,0
gb|JX121127|+|0-861|ARO:3001199|SHV-160,,861,0,0
gb|EF452177|+|0-495|ARO:3002838|lnuD,,495,0,0
gb|DQ102702|+|0-876|ARO:3001905|CTX-M-43,,876,0,0
gb|AF371964|+|118-919|ARO:3001768|OXA-118,,802,0,0
gb|AF031332|+|0-441|ARO:3002568|AAC(6')-Ix,,441,0,0
gb|HM439650|+|0-681|ARO:3002745|QnrB30,,681,0,0
gb|AF090987|+|0-1185|ARO:3000561|tet(30),,1185,0,0
gb|AY825285|+|0-1353|ARO:3000565|tet(38),,1353,0,0
gb|AF121000|-|0-1155|ARO:3000183|tet(Z),,1155,0,0
gb|AM941844|+|0-861|ARO:3001336|SHV-98,,861,0,0
gb|KJ020574|+|244-1120|ARO:3002006|CTX-M-148,,877,0,0
gb|AY288915|+|0-861|ARO:3001107|SHV-50,,861,0,0
gb|AY598759|+|0-876|ARO:3001873|CTX-M-10,,876,0,0
gb|KP128034|+|0-876|ARO:3003168|CTX-M-160,,876,0,0
gb|FJ360884|+|213-1074|ARO:3001033|TEM-167,,861,0,0
gb|AY227052|+|0-765|ARO:3003102|cphA6,,765,0,0
gb|AF001493|+|0-432|ARO:3002846|arr-1,,432,0,0
gb|AF190694|+|208-1069|ARO:3000942|TEM-76,,862,0,0
gb|JX121122|+|0-858|ARO:3001194|SHV-155,,858,0,0
gb|FJ807656|+|0-861|ARO:3001020|TEM-154,,861,0,0
gb|AJ400619|+|33-834|ARO:3001424|OXA-29,,802,0,0
gb|U50278|+|1263-2142|ARO:3001858|IMI-1,,880,0,0
gb|AM778091|+|26-815|ARO:3002288|VIM-18,,790,0,0
gb|JX258134|+|0-801|ARO:3002303|VIM-33,,801,0,0
gb|AF516720|+|214-1075|ARO:3000968|TEM-105,,862,0,0
gb|JN416112|+|0-861|ARO:3001050|TEM-190,,861,0,0
gb|KJ510410|+|5740-6478|ARO:3002236|IMP-45,,739,0,0
gb|AJ635417|+|0-789|ARO:3002461|LEN-11,,789,0,0
gb|EU220744|+|0-786|ARO:3001441|OXA-116,,786,0,0
gb|KP050494|+|0-861|ARO:3003156|SHV-189,,861,0,0
gb|AY259119|+|116-977|ARO:3001102|SHV-44,,862,0,0
gb|BR000038|+|0-237|ARO:3003021|dfrB2,,237,0,0
gb|GQ853680|+|0-825|ARO:3001454|OXA-149,,825,0,0
gb|AF468003|+|0-861|ARO:3000974|TEM-111,,861,0,0
gb|L32599|+|1236-2439|ARO:3003006|blt,,1204,0,0
gb|L29510|+|368-806|ARO:3002558|AAC(6')-Ik,,439,0,0
gb|HQ734811|+|0-825|ARO:3001665|OXA-200,,825,0,0
gb|AB908992|+|0-417|ARO:3003210|FosA4,,417,0,0
gb|JX893517|+|0-786|ARO:3001791|OXA-247,,786,0,0
gb|M97297|+|6979-8010|ARO:3000010|vanA,,1032,0,0
gb|AY033653|+|2787-3525|ARO:3002200|IMP-9,,739,0,0
gb|JF802084|+|2161-4264|ARO:3002975|vanTN,,2104,0,0
gb|JQ926986|+|0-861|ARO:3001345|SHV-144,,861,0,0
gb|U20270|+|124-985|ARO:3001066|SHV-7,,862,0,0
gb|HF947514|+|0-825|ARO:3001504|OXA-309,,825,0,0
gb|DQ831141|+|8921-9578|ARO:3002707|QnrA1,,658,0,0
gb|AJ011291|+|0-1146|ARO:3002018|CMY-7,,1146,0,0
gb|AY509111|+|0-1056|ARO:3002894|otrC,,1056,0,0
gb|KJ415247|+|0-645|ARO:3002786|QnrB74,,645,0,0
gb|AF140221|+|389-851|ARO:3002570|AAC(6')-Iz,,463,0,0
gb|FJ349556|+|5893-6502|ARO:3002953|vanXM,,610,0,0
gb|M57437|+|0-1647|ARO:3002827|tlrC,,1647,0,0
gb|FJ214366|+|0-876|ARO:3001944|CTX-M-83,,876,0,0
gb|KP050492|+|0-861|ARO:3001392|TEM-215,,861,0,0
gb|X65253|+|175-1036|ARO:3000894|TEM-24,,862,0,0
gb|HE963771|+|0-825|ARO:3001675|OXA-250,,825,0,0
gb|K00544|+|0-663|ARO:3002672|cat86,,663,0,0
gb|JN254627|+|0-861|ARO:3001049|TEM-189,,861,0,0
gb|FJ971899|+|30-906|ARO:3001949|CTX-M-89,,877,0,0
gb|JF894248|+|0-741|ARO:3002218|IMP-27,,741,0,0
gb|KF203109|+|0-822|ARO:3001523|OXA-335,,822,0,0
gb|JX013655|+|0-861|ARO:3001185|SHV-145,,861,0,0
gb|AM087411|+|1611-2457|ARO:3002606|aadA6,,847,0,0
gb|JX017364|+|238-1114|ARO:3001988|CTX-M-129,,877,0,0
gb|KF705209|+|0-861|ARO:3001361|SHV-178,,861,0,0
gb|EU177504|+|0-417|ARO:3000603|Erm(41),,417,0,0
gb|KF900153|+|0-798|ARO:3001774|OXA-370,,798,0,0
gb|AY649755|+|17-893|ARO:3001899|CTX-M-37,,876,0,0
gb|JN861781|+|0-822|ARO:3001712|OXA-213,,822,0,0
gb|JX121131|+|0-858|ARO:3001203|SHV-165,,858,0,0
gb|HQ833652|+|235-1111|ARO:3001963|CTX-M-104,,877,0,0
gb|EU547447|+|0-825|ARO:3001653|OXA-132,,825,0,0
gb|FJ405211|+|0-861|ARO:3000926|TEM-57,,861,0,0
gb|DQ309276|+|0-825|ARO:3001624|OXA-84,,825,0,0
gb|AY327539|+|0-858|ARO:3000985|TEM-123,,858,0,0
gb|M55427|+|273-1119|ARO:3002543|AAC(3)-IXa,,847,0,0
gb|HM113559|+|0-825|ARO:3001657|OXA-173,,825,0,0
gb|EF219134|+|2125-3001|ARO:3001923|CTX-M-62,,877,0,0
gb|NC_011035|+|1332866-1333499|ARO:3000817|mtrR,,634,0,0
gb|AF506748|+|38-899|ARO:3000971|TEM-108,,861,0,0
gb|AY044436|+|1435-2311|ARO:3001878|CTX-M-15,,877,0,0
gb|JX121130|+|0-858|ARO:3001202|SHV-163,,858,0,0
gb|L42544|+|0-1956|ARO:3000193|tetT,,1956,0,0
gb|KC465200|+|0-882|ARO:3002327|KPC-17,,882,0,0
gb|KJ934266|+|0-852|ARO:3003174|CARB-18,,852,0,0
gb|AF047171|+|135-996|ARO:3000929|TEM-60,,862,0,0
gb|KM588352|+|0-825|ARO:3003147|OXA-424,,825,0,0
gb|GU186044|+|39-759|ARO:3002264|IND-8,,721,0,0
gb|HQ418999|+|0-681|ARO:3002746|QnrB31,,681,0,0
gb|KF203096|+|0-822|ARO:3001510|OXA-322,,822,0,0
gb|AJ631966|+|0-810|ARO:3001771|OXA-57,,810,0,0
gb|KF203105|+|0-822|ARO:3001519|OXA-331,,822,0,0
gb|DQ336355|+|602-1367|ARO:3002640|APH(3'')-Ic,,766,0,0
gb|EU408348|+|1243-2152|ARO:3002510|LRA-3,,910,0,0
gb|KF705208|+|0-861|ARO:3001362|SHV-179,,861,0,0
gb|D37826|+|1070-2195|ARO:3002812|pp-flo,,1126,0,0
gb|AJ635401|+|0-861|ARO:3002418|OKP-A-1,,861,0,0
gb|AB522969|+|0-399|ARO:3002874|FosC2,,399,0,0
gb|AJ536835|+|149-947|ARO:3002277|VIM-7,,799,0,0
gb|AM180066|+|788-1688|ARO:3000319|mphC,,900,0,0
gb|EF540343|-|1463-3230|ARO:3000217|blaR1,,1768,0,0
gb|JQ034306|+|0-861|ARO:3001376|TEM-196,,861,0,0
gb|NG_035159|+|2373-3519|ARO:3002016|CMY-5,,1146,0,0
gb|NC_025003.1|+|4171-4849|ARO:3002579|AAC(6')-Ib8,,678,0,0
gb|Z21956|-|191-1079|ARO:3003665|NmcR,,888,0,0
gb|NG_050600|+|100-925|ARO:3000862|sgm,,825,0,0
gb|NG_036525|+|633-1431|ARO:3002613|aadA13,,798,0,0
gb|NG_050068|+|100-961|ARO:3001062|SHV-3,,861,0,0
gb|NG_048723.1|+|0-1052|ARO:3003150|CARB-20,,1052,0,0
gb|NC_003098.1|-|1359228-1360395|ARO:3000025|patB,,1167,0,0
gb|NG_047417.1|+|0-995|ARO:3002644|APH(3')-IIa,,995,0,0
gb|EU408357.1|-|52-1180|ARO:3002489|LRA-10,,1128,0,0
gb|EU408356.1|+|7570-8479|ARO:3002486|LRA-7,,909,0,0
gb|U38944.1|+|0-1536|ARO:3003037|opcM,,1536,0,0
gb|EU331426.1|+|2374-3520|ARO:3002047|CMY-36,,1146,0,0
gb|Z21956|+|1220-2099|ARO:3003589|NmcA,,879,0,0
gb|KM210086.1|+|9067-9880|ARO:3003183|NDM-14,,813,0,0
gb|AP012279|-|2172316-2173201|ARO:3000856|BJP-1,,886,0,0
gb|AJ223970|+|796-2050|ARO:3000463|gimA,,1255,0,0
gb|AJ420072|+|0-1224|ARO:3000478|tet(33),,1224,0,0
gb|AF353562|-|0-1110|ARO:3000481|tet(35),,1110,0,0
gb|AL009126|+|916777-919348|ARO:3003324|Bacillus,,2571,0,0
gb|AF453998|+|3554-4946|ARO:3002598|ANT(3'')-Ii-AAC(6')-IId,,1393,0,0
gb|NC_002516.2|+|177306-178458|ARO:3003679|TriA,,1152,0,0
gb|NC_002516.2|+|178454-179525|ARO:3003680|TriB,,1071,0,0
gb|NC_002516.2|+|179521-182569|ARO:3003681|TriC,,3048,0,0
gb|NC_002516.2|+|5584100-5585549|ARO:3003682|OpmH,,1449,0,0
gb|AB219524.1|+|22-1180|ARO:3003698|mexP,,1158,0,0
gb|KC170992.1|+|8362-9142|ARO:3003687|APH(3')-VI,,780,0,0
gb|KP347127|+|22412-24038|ARO:3003689|MCR-1,,1626,0,0
gb|KC543497.1|+|404932-405451|ARO:3002548|AAC(6')-IId,,519,0,0
gb|AB219524.1|+|4334-5810|ARO:3003700|opmE,,1476,0,0
gb|AB219523.1|+|21-1179|ARO:3003704|mexM,,1158,0,0
gb|AB219523.1|+|1175-4286|ARO:3003705|mexN,,3111,0,0
gb|AE004091.2|+|4120468-4121107|ARO:3003710|mexL,,639,0,0
gb|AF324833.1|+|0-900|ARO:3003711|VEB-1a,,900,0,0
gb|AF324834.1|+|0-900|ARO:3003712|VEB-1b,,900,0,0
gb|AB709942|+|1194-1749|ARO:3003677|AAC(6')-Iaj,,555,0,0
gb|KT818596|+|10010-10865|ARO:3003713|VCC-1,,855,0,0
gb|KP109677|+|4318-5179|ARO:3003670|PEDO-1,,861,0,0
gb|KP109678|+|5817-6675|ARO:3003714|PEDO-2,,858,0,0
gb|KP109679|+|2260-2974|ARO:3003715|PEDO-3,,714,0,0
gb|KP109675|+|1328-2201|ARO:3003716|CPS-1,,873,0,0
gb|KP109681|+|1642-2515|ARO:3003717|ESP-1,,873,0,0
gb|KP109676|+|0-1026|ARO:3003718|MSI-1,,1026,0,0
gb|KP109676|+|1022-1841|ARO:3003719|MSI-OXA,,819,0,0
gb|KP109680|+|1254-2112|ARO:3003720|SPG-1,,858,0,0
gb|NC_003888|+|3968821-3969814|ARO:3002914|vanJ,,993,0,0
gb|NC_007907.1|-|2195400-2196522|ARO:3003724|vanWI,,1122,0,0
gb|NC_007907.1|-|4200836-4202015|ARO:3003726|vanSI,,1179,0,0
gb|NZ_CP014057|+|2256545-2257187|ARO:3003731|fusD,,642,0,0
gb|AB571865|-|143423-144308|ARO:3003742|mphG,,885,0,0
gb|HQ433580|-|0-512|ARO:3003723|vanI,,512,0,0
gb|NC_007907|-|4204949-4206077|ARO:3003727|vanKI,,1128,0,0
gb|NC_007907|-|4201992-4202691|ARO:3003728|vanRI,,699,0,0
gb|NC_007907|-|4208791-4209754|ARO:3003725|vanXI,,963,0,0
gb|AF170730|+|69-735|ARO:3003744|vatF,,666,0,0
gb|KF287643|+|0-522|ARO:3003762|lnuE,,522,0,0
gb|AB571865|-|144312-145536|ARO:3003745|mefC,,1224,0,0
gb|L06249|+|1527-2505|ARO:3003748|oleC,,978,0,0
gb|KC693025|+|0-1626|ARO:3003749|salA,,1626,0,0
gb|CP007593.1|+|2148923-2149772|ARO:3001301|RlmA(II),,849,0,0
gb|AHEL01000071.1|-|3243-4143|ARO:3003767|Bacillus,,900,0,0
gb|NC_014638|-|1610636-1613960|ARO:3003730|Bifidobacteria,,3324,0,0
gb|NC_003210|-|1758693-1761291|ARO:3003770|Listeria,,2598,0,0
gb|AE014292|+|568280-570923|ARO:3003772|Brucella,,2643,0,0
gb|CP000312|-|1756064-1757774|ARO:3003773|Clostridium,,1710,0,0
gb|AE009948|-|2111276-2113820|ARO:3003774|Streptococcus,,2544,0,0
gb|HE608151|+|1472985-1474242|ARO:3003784|Mycobacterium,,1257,0,0
gb|AF235050.4|+|38028-40140|ARO:3003318|Streptomyces,,2112,0,0
gb|AJ492820.1|+|404-1235|ARO:3003793|SPM-1,,831,0,0
gb|AY522923.1|-|7744-8983|ARO:3003839|Mrx,,1239,0,0
gb|DQ149925.1|+|188-521|ARO:3003836|qacH,,333,0,0
gb|AJ574887.1|-|370-1696|ARO:3003835|cdeA,,1326,0,0
gb|NG_050312|+|100-1030|ARO:3003204|TLA-3,,930,0,0
gb|NG_049325|+|0-741|ARO:3003842|MUS-2,,741,0,0
gb|NG_049322|+|100-1252|ARO:3002191|MOX-9,,1152,0,0
gb|NG_049281|+|0-861|ARO:3002474|LEN-26,,861,0,0
gb|NG_048644.1|+|100-1252|ARO:3003848|ADC-2,,1152,0,0
gb|KF485393.2|+|6723-7632|ARO:3003894|Rm3,,909,0,0
gb|NC_013342.1|-|26737-27499|ARO:3003905|ANT(4')-Ib,,762,0,0
gb|KU612222.1|+|80337-81078|ARO:3003908|Erm(47),,741,0,0
gb|DQ241380.1|+|0-777|ARO:3002539|AAC(3)-IV,,777,0,0
gb|KM998962.1|+|0-861|ARO:3003158|TEM-220,,861,0,0
gb|NC_007194.1|-|4771163-4775731|ARO:3003942|abcA,,4568,0,0
gb|AP009380.1|-|573191-573902|ARO:3003920|pgpB,,711,0,0
gb|NC_013406.1|-|3931126-3932167|ARO:3003907|cipA,,1041,0,0
gb|HG970100.1|+|0-1457|ARO:3003948|efrA,,1457,0,0
gb|NC_017452.1|-|1144673-1146068|ARO:3003953|hmrM,,1395,0,0
gb|NC_000962.3|-|3153038-3154631|ARO:3003955|efpA,,1593,0,0
gb|NC_003112.2|+|329612-330767|ARO:3003961|farA,,1155,0,0
gb|NC_003112.2|+|330790-332317|ARO:3003962|farB,,1527,0,0
gb|NC_000915.1|+|1249487-1250819|ARO:3003964|hp1181,,1332,0,0
gb|NC_000915.1|-|1252784-1254164|ARO:3003965|hp1184,,1380,0,0
gb|U40487.1|+|170-1685|ARO:3003967|lrfA,,1515,0,0
gb|CP000259.1|-|1769089-1770310|ARO:3003969|lmrP,,1221,0,0
gb|LN623525.1|+|13980-14736|ARO:3003971|erm(44),,756,0,0
gb|KX531044.1|+|0-1032|ARO:3003980|tetA(48),,1032,0,0
gb|KX531046.1|+|0-864|ARO:3003982|LlmA,,864,0,0
gb|KX531047.1|+|0-654|ARO:3003983|CatU,,654,0,0
gb|KX531048.1|+|0-2259|ARO:3003984|BahA,,2259,0,0
gb|KX531049.1|+|0-1947|ARO:3003986|TaeA,,1947,0,0
gb|KX531050.1|+|0-633|ARO:3003987|VatI,,633,0,0
gb|KX531051.1|+|0-723|ARO:3003988|AAC(2')-IIb,,723,0,0
gb|KX531053.1|+|0-594|ARO:3003989|AAC(6')-34,,594,0,0
gb|KX531055.1|+|0-891|ARO:3003990|VgbC,,891,0,0
gb|KX531056.1|+|0-927|ARO:3003991|mphI,,927,0,0
gb|KX531052.1|+|0-2655|ARO:3003992|rphB,,2655,0,0
gb|KX531054.1|+|0-486|ARO:3003994|cpaA,,486,0,0
gb|KX531045.1|+|0-816|ARO:3003981|tetB(48),,816,0,0
gb|NC_002516.2|-|2854010-2855291|ARO:3004073|MuxA,,1281,0,0
gb|DQ185434|+|0-1257|ARO:3000462|mgtA,,1257,0,0
gb|CP016215.1|+|74426-75311|ARO:3003741|mphD,,885,0,0
gb|LT673656.1|-|1884344-1885022|ARO:3004054|Pseudomonas,,678,0,0
gb|KX000273.1|+|0-1740|ARO:3004036|tetB(60),,1740,0,0
gb|HQ652506.1|+|373-2098|ARO:3004032|tetA(46),,1725,0,0
gb|HQ652506.1|+|2099-3836|ARO:3004033|tetB(46),,1737,0,0
gb|KX000272.1|+|0-1740|ARO:3004035|tetA(60),,1740,0,0
gb|AF231986|+|3307-4522|ARO:3002705|floR,,1216,0,0
gb|NC_002516.2|-|2846282-2847779|ARO:3004072|OpmB,,1497,0,0
gb|AF197943|+|0-705|ARO:3000849|SFH-1,,705,0,0
gb|KR297239.1|-|414-1428|ARO:3000620|adeL,,1014,0,0
gb|AY034847|+|5-887|ARO:3002312|KPC-1,,883,0,0
gb|NC_002516.2|+|0-333|ARO:3004038|Pseudomonas,,333,0,0
gb|NC_002516.2|-|4165718-4165880|ARO:3004056|ArmR,,162,0,0
gb|KC771276.1|+|44894-45332|ARO:3004063|EdeQ,,438,0,0
gb|NC_020818.1|+|9883-10249|ARO:3001205|determinant,,366,0,0
gb|ACMJ01000036|-|72074-72986|ARO:3003072|Bacillus,,913,0,0
gb|JQ340365|+|0-1434|ARO:3003583|basS,,1434,0,0
gb|AY152390|+|0-1335|ARO:3003785|Chlamydia,,1335,0,0
gb|ATGI01000028.1|+|7477-8257|ARO:3004086|APH(3')-VIII,,780,0,0
gb|APPN01000061.1|+|80497-81298|ARO:3004087|APH(3')-IX,,801,0,0
gb|NG_051760|+|100-904|ARO:3004085|lnuG,,804,0,0
gb|KU961660|+|2031-2757|ARO:3004092|HMB-1,,726,0,0
gb|GG704579.1|-|34580-35269|ARO:3004089|ANT(3'')-IIa,,689,0,0
gb|APPC01000022.1|-|55968-56760|ARO:3004090|ANT(3'')-IIb,,792,0,0
gb|APOM01000001.1|-|40253-41033|ARO:3004091|ANT(3'')-IIc,,780,0,0
gb|KX812714|+|0-813|ARO:3004093|NDM-17,,813,0,0
gb|CR628336.1|+|3280793-3281861|ARO:3004099|LpeA,,1068,0,0
gb|CR628336.1|+|3281865-3284910|ARO:3004100|LpeB,,3045,0,0
gb|NG_050561.1|+|100-748|ARO:3004102|kamB,,648,0,0
gb|NG_050460.1|+|100-1636|ARO:3004103|QepA2,,1536,0,0
gb|NG_050313|+|15-753|ARO:3004105|TMB-1,,738,0,0
gb|AB758278|+|98-836|ARO:3004106|TMB-2,,738,0,0
gb|NG_051171.1|+|100-1717|ARO:3004110|MCR-2,,1617,0,0
gb|LAPJ01000014.1|+|36822-37245|ARO:3004113|FosA7,,423,0,0
gb|AY312416|+|0-1122|ARO:3004123|Burkholderia,,1122,0,0
gb|KY924928.1|+|161133-162759|ARO:3004139|MCR-3,,1626,0,0
gb|AFRQ01000061.1|-|22598-23990|ARO:3004142|OprZ,,1392,0,0
gb|AFRQ01000061.1|-|27130-28306|ARO:3004143|AxyX,,1176,0,0
gb|NC_009495.1|-|3035492-3036527|ARO:3004146|cfrC,,1035,0,0
